region_id,month,gini_index,unemployment_rate,inflation_rate,media_sentiment_index,rainfall_deviation,policy_instability_index,prior_unrest_count,population_density,food_price_index,fuel_subsidy_cut,gov_approval,neighbor_unrest_prev,unrest_event
R4,2030-04-01,0.359,11.73,5.37,-0.409,-0.87,0,1.34,289.8,105.8,0,0.04,1,1
R5,2030-04-01,0.442,12.9,2.95,-0.249,-0.8,3,0.24,138.7,120.0,0,0.0,1,0
R6,2030-04-01,0.602,18.26,3.84,0.542,-1.77,0,2.68,384.3,101.5,0,0.0,0,0
R7,2030-04-01,0.432,15.69,3.46,0.089,-0.41,0,0.82,415.1,105.3,0,0.0,2,0
R8,2030-04-01,0.502,5.3,3.71,-0.302,-0.19,2,0.49,392.7,107.7,0,0.19,0,0
R9,2030-04-01,0.459,17.36,6.17,-0.595,-1.05,0,1.87,288.5,107.0,0,0.0,1,1
R10,2030-04-01,0.403,14.85,3.33,-0.296,-0.22,1,0.67,438.9,102.3,0,0.0,0,0
R11,2030-04-01,0.518,12.36,3.84,-0.132,1.15,0,0.0,97.9,101.5,0,0.0,2,0
R12,2030-04-01,0.579,8.54,4.65,0.025,0.31,0,0.37,322.0,105.4,0,0.02,2,0
R13,2030-04-01,0.5,6.68,4.47,-0.028,0.65,0,0.03,173.4,108.4,1,0.0,0,0
R14,2030-04-01,0.409,8.02,4.11,-0.37,0.57,1,0.01,86.2,104.8,0,0.09,2,1
R15,2030-04-01,0.526,10.15,3.71,-0.472,-1.05,0,0.0,68.4,110.3,0,0.0,0,0
R16,2030-04-01,0.544,14.03,3.36,-0.11,-1.09,0,2.36,271.0,104.6,0,0.0,0,1
R17,2030-04-01,0.453,5.98,3.97,0.376,1.11,2,0.71,399.6,104.5,0,0.11,0,1
R18,2030-04-01,0.498,14.73,3.72,-0.178,-1.16,0,0.0,141.6,105.6,0,0.0,0,0
R19,2030-04-01,0.53,12.09,2.76,-0.211,0.44,1,0.84,345.4,116.4,0,0.0,0,0
R20,2030-04-01,0.572,10.17,3.84,-0.34,-1.1,0,0.86,281.6,107.8,1,0.0,0,0
R21,2030-04-01,0.499,7.49,2.45,-0.14,-1.37,1,0.72,262.5,119.8,0,0.1,4,1
R22,2030-04-01,0.321,12.13,5.06,-0.151,0.65,0,0.24,159.8,116.0,0,0.03,1,0
R23,2030-04-01,0.469,10.57,2.42,0.251,-0.04,3,1.14,216.7,110.8,0,0.0,0,0
R24,2030-04-01,0.56,16.68,2.41,-0.195,0.6,0,0.07,289.2,109.1,0,0.0,2,0
R25,2030-04-01,0.351,10.41,3.46,-0.169,-1.32,1,0.04,346.9,111.6,0,0.0,0,0
R26,2030-04-01,0.374,6.93,4.31,0.046,0.41,0,0.7,91.8,106.0,0,0.46,2,0
R27,2030-04-01,0.36,9.84,3.09,0.189,-1.83,0,0.5,89.5,114.8,0,0.17,0,0
R28,2030-04-01,0.509,16.79,3.93,0.095,0.28,1,0.05,460.1,113.0,0,0.0,4,0
R29,2030-04-01,0.386,6.91,3.66,0.093,0.53,0,0.02,154.7,104.2,0,0.38,4,1
R30,2030-04-01,0.525,11.93,3.78,0.016,-0.35,3,1.36,404.8,111.5,0,0.0,1,0
R31,2030-04-01,0.293,13.44,2.12,-0.456,-1.06,1,1.24,146.8,101.4,0,0.0,1,1
R32,2030-04-01,0.309,13.22,5.72,0.144,1.52,0,0.71,403.8,110.2,0,0.01,0,1
R33,2030-04-01,0.479,13.66,4.19,-0.484,-0.78,1,0.35,173.2,115.0,0,0.0,2,0
R34,2030-04-01,0.55,5.23,3.47,-0.189,0.1,1,1.37,215.6,110.5,0,0.05,1,1
R35,2030-04-01,0.353,7.44,3.9,-0.334,-1.81,1,0.1,397.5,106.2,0,0.15,1,0
R36,2030-04-01,0.507,13.16,5.14,-0.475,-1.54,0,0.01,141.0,111.1,0,0.0,1,0
R37,2030-04-01,0.57,5.12,4.27,-0.563,-0.2,0,0.09,128.7,101.0,0,0.27,1,1
R38,2030-04-01,0.564,11.89,4.33,-0.948,2.38,2,0.14,201.2,105.7,0,0.0,2,0
R39,2030-04-01,0.368,17.11,2.88,-0.153,-1.37,0,0.7,85.8,108.5,0,0.0,1,0
R40,2030-04-01,0.293,14.05,3.3,-0.131,-0.79,0,0.26,447.0,110.7,0,0.08,1,1
R41,2030-04-01,0.587,14.16,2.75,-0.408,-0.63,0,1.06,188.3,114.4,0,0.0,5,1
R42,2030-04-01,0.372,8.94,4.36,-0.131,-0.09,1,0.72,434.1,121.3,0,0.03,2,0
R43,2030-04-01,0.504,13.72,2.14,0.02,1.63,1,0.0,148.0,115.4,0,0.0,3,0
R44,2030-04-01,0.523,10.44,5.28,-0.429,0.44,1,1.9,75.8,116.3,0,0.04,1,0
R45,2030-04-01,0.587,10.42,4.84,0.547,-0.16,0,0.76,140.5,114.4,0,0.0,1,0
R46,2030-04-01,0.565,16.85,3.75,0.355,-1.74,3,1.2,474.3,107.2,0,0.0,2,1
R47,2030-04-01,0.496,7.72,4.29,0.27,-0.15,0,1.4,62.5,106.7,0,0.0,0,1
R48,2030-04-01,0.288,9.45,4.5,-0.157,-0.4,0,1.49,432.8,102.4,0,0.39,0,0
R49,2030-04-01,0.359,11.26,2.03,0.23,-0.29,0,2.56,358.0,116.4,0,0.14,1,1
R50,2030-04-01,0.436,12.46,4.32,0.369,-0.18,0,0.41,306.5,107.5,0,0.04,2,1
R1,2030-05-01,0.474,6.62,3.76,0.241,0.45,0,1.87,487.9,104.9,0,0.24,5,0
R2,2030-05-01,0.534,6.88,5.72,-0.199,0.34,1,0.0,300.9,108.8,0,0.0,1,1
R3,2030-05-01,0.556,11.48,4.03,0.061,-0.61,0,0.74,454.4,102.4,0,0.04,3,1
R4,2030-05-01,0.408,11.07,4.11,0.462,-0.15,0,1.94,141.3,99.8,0,0.0,2,0
R5,2030-05-01,0.417,11.34,1.94,-0.052,1.49,1,0.17,412.3,106.1,0,0.0,2,0
R6,2030-05-01,0.567,15.34,5.56,0.256,0.42,0,1.88,387.0,94.5,0,0.0,1,1
R7,2030-05-01,0.439,16.15,3.24,0.458,-0.96,0,0.58,130.0,92.0,0,0.0,1,0
R8,2030-05-01,0.46,6.53,3.53,0.339,1.19,3,0.34,113.9,105.8,0,0.0,1,1
R9,2030-05-01,0.473,16.46,3.6,-0.701,-0.45,0,2.31,309.9,106.9,0,0.0,4,1
R10,2030-05-01,0.401,13.32,3.99,-0.049,-0.36,0,0.47,207.5,112.0,0,0.0,2,0
R11,2030-05-01,0.512,11.54,3.38,0.221,-2.2,1,0.0,126.0,104.6,0,0.0,1,0
R12,2030-05-01,0.551,4.7,4.49,0.459,0.95,0,0.26,86.8,107.4,0,0.1,3,0
R13,2030-05-01,0.501,8.0,3.06,-0.786,0.78,0,0.02,268.1,106.8,0,0.08,1,0
R14,2030-05-01,0.386,8.1,2.82,0.411,0.44,0,1.01,357.4,106.3,0,0.25,2,0
R15,2030-05-01,0.484,10.22,2.71,0.26,0.16,0,0.0,203.9,99.3,0,0.06,2,0
R16,2030-05-01,0.596,12.26,3.49,0.128,-1.9,0,2.65,104.9,107.0,0,0.0,0,0
R17,2030-05-01,0.441,8.54,3.77,-0.392,-1.49,1,1.5,193.7,107.3,0,0.06,1,1
R18,2030-05-01,0.444,13.98,2.95,0.334,-0.51,2,0.0,264.4,102.3,0,0.0,2,0
R19,2030-05-01,0.506,10.57,2.22,0.337,-0.96,2,0.59,338.9,98.9,0,0.0,0,1
R20,2030-05-01,0.552,8.48,3.95,0.149,1.53,0,0.6,373.6,99.1,0,0.0,0,0
R21,2030-05-01,0.499,6.91,2.15,-0.353,0.74,0,1.51,433.6,103.7,0,0.13,4,0
R22,2030-05-01,0.296,12.69,3.32,0.077,1.81,0,0.17,368.4,101.8,0,0.04,0,0
R23,2030-05-01,0.427,11.83,3.54,0.082,0.19,1,0.8,331.9,103.0,0,0.0,3,1
R24,2030-05-01,0.506,15.16,4.79,0.324,0.66,2,0.05,110.6,101.1,0,0.0,1,0
R25,2030-05-01,0.331,9.9,4.51,-0.255,1.89,0,0.03,479.7,104.0,0,0.17,1,0
R26,2030-05-01,0.359,6.19,2.21,-0.825,-0.69,2,0.49,107.2,98.9,0,0.11,2,0
R27,2030-05-01,0.331,10.5,3.8,-0.617,-0.63,0,0.35,151.2,109.6,0,0.13,1,0
R28,2030-05-01,0.48,15.77,3.42,-0.023,-0.5,0,0.04,228.7,109.7,0,0.0,2,0
R29,2030-05-01,0.377,7.31,1.54,-0.153,-0.61,0,1.01,256.7,94.7,0,0.21,3,0
R30,2030-05-01,0.524,11.27,1.41,-0.106,-0.49,1,0.95,340.2,110.4,0,0.0,3,0
R31,2030-05-01,0.332,12.0,3.86,-0.294,-1.12,1,1.87,247.6,101.3,0,0.0,2,1
R32,2030-05-01,0.26,11.68,2.5,0.46,2.18,2,1.49,189.6,104.4,0,0.04,3,1
R33,2030-05-01,0.443,13.79,1.7,-0.752,-0.12,0,0.25,284.2,97.6,0,0.0,1,0
R34,2030-05-01,0.56,4.54,1.63,-0.191,-1.08,0,1.96,412.0,105.7,0,0.09,3,0
R35,2030-05-01,0.381,8.24,5.25,0.137,-0.77,0,0.07,472.5,103.1,0,0.22,0,0
R36,2030-05-01,0.49,9.67,2.33,0.403,1.26,1,0.01,319.0,106.5,0,0.0,3,0
R37,2030-05-01,0.558,7.35,2.85,0.061,-0.83,0,1.06,447.4,108.3,0,0.15,3,0
R38,2030-05-01,0.534,11.47,3.15,-0.009,-0.16,0,0.1,172.9,100.3,0,0.01,4,0
R39,2030-05-01,0.341,16.4,0.35,-0.048,-0.42,1,0.49,344.0,101.6,0,0.0,4,1
R40,2030-05-01,0.293,13.63,3.41,-0.062,-1.08,0,1.18,184.1,103.8,0,0.02,3,0
R41,2030-05-01,0.531,12.42,1.57,-0.677,0.01,0,1.74,315.4,105.1,1,0.0,3,0
R42,2030-05-01,0.372,7.25,3.53,0.353,0.04,0,0.5,270.9,106.3,0,0.15,1,0
R43,2030-05-01,0.562,12.06,3.17,-0.133,0.53,0,0.0,296.0,115.0,0,0.0,5,1
R44,2030-05-01,0.549,11.77,2.99,-0.56,0.2,0,1.33,397.2,93.9,0,0.0,2,0
R45,2030-05-01,0.542,9.08,1.8,0.634,-1.92,3,0.53,234.9,102.4,0,0.0,3,0
R46,2030-05-01,0.55,13.44,4.28,-0.302,-0.12,0,1.84,349.4,109.6,0,0.0,3,1
R47,2030-05-01,0.45,7.07,1.63,0.126,-1.65,2,1.98,201.3,106.4,0,0.02,1,0
R48,2030-05-01,0.287,7.2,2.66,-0.389,-0.83,0,1.05,445.5,104.5,0,0.35,0,0
R49,2030-05-01,0.321,10.23,4.27,-0.193,-0.13,0,2.79,240.5,111.5,0,0.32,2,0
R50,2030-05-01,0.39,11.87,4.45,0.614,-1.2,0,1.29,227.1,112.0,0,0.04,0,0
R1,2030-06-01,0.478,5.91,1.63,0.247,-0.55,0,1.31,428.5,97.9,0,0.0,4,1
R2,2030-06-01,0.475,5.15,3.45,-0.455,0.03,0,1.0,482.7,104.2,0,0.37,1,0
R3,2030-06-01,0.545,10.05,3.27,0.451,1.63,2,1.52,306.4,105.4,0,0.0,2,0
R4,2030-06-01,0.313,10.11,2.13,-0.075,-0.78,0,1.36,347.0,107.9,0,0.08,0,0
R5,2030-06-01,0.394,12.21,3.95,0.384,2.78,0,0.12,489.1,90.0,0,0.09,2,0
R6,2030-06-01,0.535,14.47,1.62,0.114,1.9,0,2.31,430.4,102.9,0,0.0,0,0
R7,2030-06-01,0.412,15.74,2.59,0.539,-0.05,0,0.4,280.3,101.9,0,0.0,2,0
R8,2030-06-01,0.459,3.88,2.43,0.164,1.82,1,1.24,365.6,98.1,0,0.27,0,0
R9,2030-06-01,0.413,14.38,2.56,0.199,0.06,1,2.62,125.4,94.8,0,0.0,0,1
R10,2030-06-01,0.387,11.75,1.72,0.386,-0.7,0,0.33,458.9,97.3,0,0.0,0,0
R11,2030-06-01,0.463,9.13,2.22,0.72,0.81,0,0.0,434.7,93.9,0,0.07,1,0
R12,2030-06-01,0.562,5.09,3.8,0.015,-0.11,0,0.18,184.9,98.5,0,0.22,1,0
R13,2030-06-01,0.466,7.79,3.02,-0.103,-0.1,1,0.01,461.1,104.0,0,0.03,0,0
R14,2030-06-01,0.362,4.27,3.55,-0.567,-1.06,3,0.7,164.5,86.8,0,0.27,2,0
R15,2030-06-01,0.442,9.46,3.12,0.802,0.45,0,0.0,157.8,100.1,0,0.15,1,0
R16,2030-06-01,0.528,12.45,2.73,0.039,0.2,1,1.86,486.0,98.9,0,0.0,1,1
R17,2030-06-01,0.391,4.71,1.06,0.633,0.58,2,2.05,490.5,99.3,0,0.16,0,1
R18,2030-06-01,0.442,14.74,2.09,-0.334,-3.36,1,0.0,231.8,95.0,0,0.0,0,0
R19,2030-06-01,0.516,9.47,3.36,0.852,-1.16,3,1.41,295.7,98.2,0,0.0,0,1
R20,2030-06-01,0.514,8.15,3.43,0.056,-1.16,1,0.42,432.8,99.7,0,0.07,0,0
R21,2030-06-01,0.455,6.02,0.1,-0.253,-0.32,2,1.05,397.6,100.2,0,0.15,2,0
R22,2030-06-01,0.234,9.15,3.12,0.349,-1.31,0,0.12,318.8,96.7,0,0.29,0,0
R23,2030-06-01,0.434,10.07,4.8,0.112,-1.91,1,1.56,262.9,106.2,0,0.04,0,0
R24,2030-06-01,0.498,14.65,1.46,-0.072,0.88,2,0.03,330.7,106.4,0,0.0,1,0
R25,2030-06-01,0.274,9.54,2.37,-0.312,0.02,1,0.02,442.6,99.9,0,0.13,0,0
R26,2030-06-01,0.304,5.86,2.19,-0.19,0.28,0,0.34,101.4,113.6,0,0.35,1,0
R27,2030-06-01,0.327,9.01,1.99,-0.088,0.56,0,0.24,134.7,100.4,0,0.21,0,0
R28,2030-06-01,0.47,15.63,2.72,0.277,-0.29,0,0.03,184.3,95.0,0,0.0,3,0
R29,2030-06-01,0.362,6.55,2.27,0.158,0.89,1,0.71,343.6,102.9,0,0.25,3,0
R30,2030-06-01,0.486,11.33,0.5,0.421,-1.57,1,0.67,391.2,94.6,0,0.0,0,0
R31,2030-06-01,0.254,12.61,2.95,0.376,1.14,1,2.31,200.6,100.3,0,0.0,2,0
R32,2030-06-01,0.25,12.2,2.38,-0.356,1.01,0,2.05,315.5,101.8,0,0.0,1,0
R33,2030-06-01,0.437,11.56,2.98,-0.578,0.35,0,0.17,411.8,91.2,0,0.0,1,0
R34,2030-06-01,0.54,3.66,2.85,-0.192,1.2,0,1.37,332.5,99.0,0,0.15,2,1
R35,2030-06-01,0.33,8.67,2.22,-0.079,-0.83,0,0.05,390.4,92.8,0,0.45,1,0
R36,2030-06-01,0.496,8.64,4.06,0.113,1.32,1,0.01,145.2,107.2,0,0.04,1,0
R37,2030-06-01,0.565,3.63,3.79,-0.185,-1.71,0,0.74,50.6,98.8,0,0.43,2,0
R38,2030-06-01,0.512,9.04,2.1,0.781,-0.12,0,0.07,129.8,95.9,0,0.08,2,0
R39,2030-06-01,0.327,14.37,3.72,-0.014,-0.43,0,1.34,476.7,108.7,0,0.05,1,0
R40,2030-06-01,0.225,9.67,1.78,0.002,1.62,0,0.83,182.6,98.9,0,0.3,2,0
R41,2030-06-01,0.515,10.41,2.01,0.858,-0.11,0,1.22,394.1,95.5,0,0.0,5,0
R42,2030-06-01,0.329,7.4,2.12,0.937,1.51,1,0.35,103.4,95.0,0,0.28,1,0
R43,2030-06-01,0.532,11.11,1.73,-0.333,2.87,0,1.0,358.6,100.6,0,0.0,4,1
R44,2030-06-01,0.511,10.38,2.12,0.296,0.25,0,0.93,274.4,100.2,0,0.07,0,0
R45,2030-06-01,0.526,8.11,-0.44,-0.297,-0.27,1,0.37,450.8,95.9,0,0.1,0,0
R46,2030-06-01,0.503,12.45,1.32,0.383,1.71,0,2.29,497.6,102.5,0,0.0,3,0
R47,2030-06-01,0.448,6.62,1.41,-0.474,-1.78,2,1.39,393.8,105.0,0,0.1,0,0
R48,2030-06-01,0.274,8.84,1.29,-0.146,0.55,2,0.73,180.7,103.0,0,0.2,1,0
R49,2030-06-01,0.293,9.16,1.47,0.399,1.03,0,1.96,328.1,94.4,0,0.24,1,0
R50,2030-06-01,0.427,9.69,2.28,-0.139,-0.59,2,0.9,88.6,96.9,0,0.0,1,0
R1,2030-07-01,0.42,6.59,2.75,1.0,0.38,0,1.92,418.7,89.5,0,0.15,2,0
R2,2030-07-01,0.505,3.61,3.54,-0.033,1.39,1,0.7,348.1,97.7,0,0.1,1,0
R3,2030-07-01,0.522,7.74,-0.3,-0.342,-0.76,2,1.06,182.4,95.9,0,0.0,2,0
R4,2030-07-01,0.307,10.19,2.34,0.066,-0.68,2,0.95,52.2,95.1,0,0.0,0,0
R5,2030-07-01,0.386,9.6,1.45,0.385,-0.0,0,0.08,59.4,101.7,0,0.15,0,0
R6,2030-07-01,0.538,12.54,2.41,0.121,1.06,1,1.62,67.4,92.9,0,0.0,0,0
R7,2030-07-01,0.407,12.77,2.09,-0.025,0.47,0,0.28,344.2,95.4,0,0.0,2,0
R8,2030-07-01,0.44,4.24,1.31,0.247,0.38,2,0.87,397.0,93.5,0,0.19,0,0
R9,2030-07-01,0.44,12.3,3.63,0.198,0.94,3,2.83,442.4,91.4,0,0.0,1,1
R10,2030-07-01,0.421,13.13,0.94,0.083,-1.33,1,0.23,308.4,91.5,0,0.0,0,1
R11,2030-07-01,0.437,8.67,2.49,-0.251,0.01,2,0.0,231.7,94.6,0,0.0,1,0
R12,2030-07-01,0.519,4.5,1.55,-0.175,0.93,0,0.13,196.8,90.7,0,0.25,0,0
R13,2030-07-01,0.441,4.93,-0.2,0.794,-1.8,0,0.01,289.1,105.2,0,0.38,0,0
R14,2030-07-01,0.356,3.87,0.09,-0.111,-0.69,0,0.49,190.3,91.5,1,0.0,2,1
R15,2030-07-01,0.42,7.04,0.43,0.273,-1.41,0,0.0,299.3,105.1,0,0.25,1,0
R16,2030-07-01,0.51,10.19,0.68,-0.097,-0.45,1,2.3,96.8,96.4,0,0.0,1,0
R17,2030-07-01,0.383,3.44,2.03,-0.226,-0.16,2,2.43,382.9,100.7,0,0.51,0,0
R18,2030-07-01,0.39,11.35,2.87,0.393,-1.82,3,0.0,362.5,96.6,0,0.0,0,0
R19,2030-07-01,0.516,9.03,1.62,0.908,1.02,1,1.99,70.9,108.0,0,0.0,0,0
R20,2030-07-01,0.473,7.18,2.95,0.282,-1.04,0,0.3,445.3,88.6,0,0.18,0,0
R21,2030-07-01,0.476,3.78,1.86,-0.322,-1.33,0,0.74,257.6,96.3,0,0.27,2,0
R22,2030-07-01,0.247,10.14,2.29,0.477,0.42,2,0.08,292.9,96.6,0,0.15,0,0
R23,2030-07-01,0.418,10.29,1.81,0.148,-0.91,0,1.09,395.7,96.3,0,0.0,0,1
R24,2030-07-01,0.466,13.87,1.07,0.431,-0.92,1,0.02,418.9,99.1,0,0.0,1,0
R25,2030-07-01,0.288,7.25,1.43,0.193,0.48,0,0.01,166.5,93.2,0,0.29,1,0
R26,2030-07-01,0.267,4.71,1.18,0.31,0.76,2,0.24,302.4,87.5,0,0.32,0,0
R27,2030-07-01,0.304,6.97,0.31,0.622,-0.21,0,0.17,289.1,94.4,0,0.32,0,0
R28,2030-07-01,0.396,14.35,1.27,0.194,0.56,2,0.02,220.0,97.8,0,0.0,2,1
R29,2030-07-01,0.34,6.54,3.01,-0.055,-0.47,0,0.5,453.0,96.0,0,0.26,1,0
R30,2030-07-01,0.479,8.84,1.62,0.461,-0.43,2,0.47,440.4,97.4,0,0.0,1,1
R31,2030-07-01,0.261,11.49,1.82,0.444,-1.32,0,1.62,411.6,104.9,0,0.07,0,0
R32,2030-07-01,0.25,11.55,0.97,0.078,-0.83,0,1.43,259.0,90.5,0,0.3,2,0
R33,2030-07-01,0.412,12.37,3.74,-0.202,-0.02,1,0.12,268.0,85.8,0,0.0,0,0
R34,2030-07-01,0.528,3.78,1.98,0.309,-0.6,0,1.96,436.3,94.4,0,0.32,0,0
R35,2030-07-01,0.345,6.9,2.25,0.291,-0.69,1,0.03,52.3,90.1,0,0.28,0,0
R36,2030-07-01,0.421,9.46,0.41,0.349,0.07,1,0.0,321.3,90.7,0,0.0,0,0
R37,2030-07-01,0.535,2.38,2.22,0.089,0.85,0,0.52,202.7,94.2,0,0.29,3,0
R38,2030-07-01,0.475,9.83,1.36,0.404,-0.06,0,0.05,306.4,92.6,0,0.06,2,0
R39,2030-07-01,0.276,11.56,2.54,0.802,-1.78,0,0.94,158.1,86.0,0,0.01,1,0
R40,2030-07-01,0.23,8.55,1.85,0.822,-0.76,0,0.58,226.5,98.1,0,0.38,2,0
R41,2030-07-01,0.505,10.93,0.54,0.667,0.63,0,0.85,221.1,87.3,0,0.03,0,0
R42,2030-07-01,0.282,6.37,2.2,0.309,1.1,0,0.25,147.9,103.6,0,0.37,0,0
R43,2030-07-01,0.499,11.1,2.54,0.155,0.91,0,1.7,341.6,103.6,0,0.04,2,0
R44,2030-07-01,0.483,8.44,1.98,-0.039,-1.47,0,0.65,364.6,91.9,0,0.15,0,0
R45,2030-07-01,0.462,7.51,2.47,1.0,0.84,1,0.26,152.6,106.7,0,0.17,1,0
R46,2030-07-01,0.494,13.23,1.55,-0.202,0.26,1,1.6,273.6,96.2,0,0.0,2,0
R47,2030-07-01,0.427,6.05,2.19,0.42,1.45,0,0.97,155.6,93.1,0,0.16,0,0
R48,2030-07-01,0.236,6.23,2.49,1.0,0.65,0,0.51,270.6,92.9,0,0.38,0,0
R49,2030-07-01,0.285,9.06,3.13,0.575,1.69,0,1.37,326.8,90.9,0,0.2,0,0
R50,2030-07-01,0.379,10.56,2.76,-0.396,0.86,0,0.63,144.7,101.9,0,0.17,0,0
R1,2030-08-01,0.441,4.64,2.42,0.762,1.37,0,1.34,444.0,93.6,1,0.0,3,1
R2,2030-08-01,0.448,2.74,2.91,0.309,-0.92,3,0.49,158.8,94.1,0,0.0,0,0
R3,2030-08-01,0.495,9.86,0.34,0.128,-0.28,2,0.74,301.1,95.8,0,0.0,0,0
R4,2030-08-01,0.318,7.79,2.39,0.669,0.5,0,0.67,377.6,93.0,0,0.34,0,0
R5,2030-08-01,0.369,8.79,0.21,0.443,-0.41,0,0.06,217.9,91.3,0,0.15,1,0
R6,2030-08-01,0.514,12.44,0.61,0.333,1.01,0,1.13,384.6,85.5,0,0.0,1,0
R7,2030-08-01,0.386,13.14,-0.05,0.635,0.52,2,0.2,332.4,100.6,0,0.0,0,0
R8,2030-08-01,0.404,4.75,0.73,-0.038,-0.11,0,0.61,475.0,93.8,0,0.49,0,0
R9,2030-08-01,0.406,14.15,1.11,0.704,0.38,0,2.98,374.3,86.6,0,0.0,1,0
R10,2030-08-01,0.322,10.23,2.47,0.25,-0.83,2,1.16,370.1,85.3,0,0.09,0,0
R11,2030-08-01,0.406,5.95,0.26,-0.153,0.6,0,0.0,277.6,92.7,0,0.31,0,0
R12,2030-08-01,0.487,3.1,-0.66,0.628,1.0,0,0.09,389.7,87.6,0,0.17,2,0
R13,2030-08-01,0.423,6.05,1.96,0.01,-0.45,0,0.01,425.5,82.8,0,0.16,0,0
R14,2030-08-01,0.322,2.95,1.4,0.455,-0.85,0,1.35,168.9,90.3,0,0.49,1,0
R15,2030-08-01,0.454,7.2,1.69,0.315,1.28,0,0.0,281.6,89.9,0,0.09,0,0
R16,2030-08-01,0.524,11.16,-0.02,0.324,-1.42,0,1.61,222.2,101.1,0,0.0,0,0
R17,2030-08-01,0.351,4.87,0.73,0.499,-0.51,0,1.7,287.5,91.7,0,0.45,0,0
R18,2030-08-01,0.411,9.39,2.89,0.093,1.32,2,0.0,281.3,96.1,0,0.03,0,0
R19,2030-08-01,0.456,7.45,2.46,0.525,-0.03,1,1.39,368.7,89.3,0,0.13,1,0
R20,2030-08-01,0.472,5.93,0.92,0.878,-0.1,1,0.21,404.6,101.1,0,0.08,0,0
R21,2030-08-01,0.438,1.91,1.84,0.251,0.26,2,0.52,450.6,82.9,0,0.14,2,1
R22,2030-08-01,0.241,9.5,3.65,-0.27,-1.25,2,0.06,76.6,86.9,0,0.03,1,1
R23,2030-08-01,0.386,6.64,0.32,1.0,0.41,0,1.76,85.2,85.0,0,0.33,1,1
R24,2030-08-01,0.453,13.2,0.91,0.279,0.66,1,0.02,253.9,98.8,0,0.0,0,0
R25,2030-08-01,0.23,8.19,0.88,0.096,0.15,0,0.01,451.0,95.5,0,0.31,1,0
R26,2030-08-01,0.323,4.22,-0.44,0.474,-0.54,0,0.17,492.9,96.6,0,0.59,0,0
R27,2030-08-01,0.26,6.35,1.3,-0.069,3.03,3,0.12,336.4,92.5,0,0.02,0,0
R28,2030-08-01,0.413,13.71,2.35,-0.243,-2.26,0,1.01,407.6,88.2,0,0.0,1,0
R29,2030-08-01,0.357,5.02,2.81,0.673,-0.2,0,0.35,232.4,84.5,0,0.32,1,0
R30,2030-08-01,0.416,7.57,0.69,-0.128,-0.36,2,1.33,250.2,86.9,0,0.08,0,1
R31,2030-08-01,0.236,11.84,1.54,-0.188,1.07,0,1.13,467.0,97.3,0,0.22,0,0
R32,2030-08-01,0.23,9.76,0.71,0.534,0.85,0,1.0,97.2,91.8,0,0.28,0,0
R33,2030-08-01,0.407,11.22,0.95,-0.064,-0.51,1,0.09,160.4,87.0,0,0.1,1,1
R34,2030-08-01,0.456,2.42,1.28,-0.295,-0.69,2,1.37,235.5,92.6,1,0.0,1,0
R35,2030-08-01,0.259,4.65,1.17,0.659,1.62,0,0.02,219.2,94.8,0,0.56,1,0
R36,2030-08-01,0.401,8.43,0.97,0.008,1.5,3,0.0,410.2,91.6,0,0.0,0,0
R37,2030-08-01,0.52,0.44,1.58,0.39,1.7,0,0.36,101.5,99.5,1,0.05,1,0
R38,2030-08-01,0.475,10.27,1.99,-0.417,-0.87,0,0.03,70.7,94.4,0,0.15,0,0
R39,2030-08-01,0.288,11.12,0.8,0.158,-0.01,0,0.66,163.1,91.6,0,0.25,1,0
R40,2030-08-01,0.198,10.76,1.91,0.11,-0.44,0,0.41,74.0,87.4,0,0.2,1,0
R41,2030-08-01,0.484,8.13,0.61,0.149,-0.42,1,0.6,57.0,85.0,0,0.0,2,0
R42,2030-08-01,0.308,7.15,2.39,0.164,-1.18,0,0.17,133.0,93.2,0,0.21,1,0
R43,2030-08-01,0.515,9.77,0.42,0.879,0.41,0,1.19,211.5,96.0,0,0.0,0,0
R44,2030-08-01,0.453,7.42,2.79,-0.293,-1.25,0,0.46,126.7,88.6,0,0.14,0,0
R45,2030-08-01,0.465,5.49,0.15,0.052,-0.52,0,0.18,391.7,94.6,0,0.22,1,0
R46,2030-08-01,0.476,11.68,0.59,0.473,-0.2,1,1.12,432.2,90.7,0,0.0,0,0
R47,2030-08-01,0.396,7.29,1.01,0.59,-1.76,0,0.68,54.6,89.1,0,0.27,0,0
R48,2030-08-01,0.222,5.33,2.16,0.373,0.6,0,0.36,271.1,94.5,0,0.61,1,1
R49,2030-08-01,0.207,7.74,-0.48,0.111,0.24,0,0.96,252.9,91.3,0,0.55,1,0
R50,2030-08-01,0.381,10.05,1.3,0.405,-0.54,0,0.44,252.1,87.2,0,0.18,2,0
R1,2030-09-01,0.439,5.95,1.08,0.549,1.01,1,1.94,454.2,95.8,0,0.06,1,0
R2,2030-09-01,0.43,3.29,1.35,0.372,0.45,0,0.34,110.1,100.6,0,0.33,2,0
R3,2030-09-01,0.499,8.76,1.52,0.243,-0.54,0,0.52,135.1,89.2,0,0.11,2,1
R4,2030-09-01,0.272,7.63,-0.98,0.25,-2.85,0,0.47,304.2,89.4,0,0.25,1,0
R5,2030-09-01,0.338,9.72,0.58,0.316,-0.01,0,0.04,211.3,89.8,0,0.22,1,0
